33,left,0
34,left,0
35,left,0
36,left,0
37,up,1
38,left,0
39,left,0
40,left,0
41,left,0
42,left,0
43,left,0
44,left,1
45,up,1
46,up,1
47,left,1
48,up,1
49,up,1
50,left,1
51,left,1
52,up,1
53,up,1
54,left,1
55,left,1
56,left,1
57,left,1
58,left,1
59,left,1
60,left,1
61,left,0
62,up,1
63,up,1
64,up,1
65,left,0
66,up,0
67,left,0
68,left,0
69,left,0
70,left,0
71,left,1
72,up,0
73,up,0
74,left,0
75,up,0
